resource,SUSS,['BUS353']
syntax,NTU,"['CZ1003', 'MH3511']"
declaration,NTU,['CZ1003']
operator,NTU,"['CZ1003', 'MH1812', 'MH1812', 'MH1812', 'MH1812']"
input,NTU,['CZ1003']
input,SUTD,[50.052]
output,NTU,['CZ1003']
output,SUTD,[50.052]
return,NTU,['CZ1003']
return,SUSS,['FIN203']
parameter,NTU,"['CZ1003', 'MH2500', 'MH3500', 'MH3500', 'MH3500', 'MH3500', 'MH3500', 'MH3500', 'MH3511', 'MH3511']"
parameter,SUTD,[50.039]
passing,NTU,['CZ1003']
scope,NTU,['CZ1003']
pointer,NTU,['CZ1003']
array,NTU,"['CZ1003', 'CZ1003', 'CZ1003', 'CZ1003', 'CZ1007', 'CZ1007']"
array,SUTD,[50.002]
array,SIT,"['ICT1002', 'ICT1008']"
character,NTU,['CZ1003']
string,NTU,"['CZ1003', 'CZ1003']"
definition,NTU,"['CZ1003', 'CZ2002']"
definition,SUSS,['ICT330']
subject,NTU,['MH1805']
knowledge,NTU,"['MH1805', 'CZ3005', 'CZ3005', 'CZ3005']"
knowledge,SUSS,"['ANL303', 'ACC353']"
logical,NTU,"['MH1805', 'MH1812', 'MH1812', 'MH1812', 'MH1812', 'MH1812']"
independently,NTU,['MH1805']
interpret,NTU,"['MH1805', 'MH1812']"
ordinary,NTU,"['MH1805', 'MH1805']"
ass,NTU,['MH1805']
validity,NTU,['MH1805']
elementary,NTU,"['MH1805', 'MH1812', 'MH1812']"
combinatorics,NTU,['MH1812']
division,NTU,"['MH1812', 'MH2802']"
modular,NTU,"['MH1812', 'MH1812']"
modular,SUTD,"[50.001, 50.05]"
closure,NTU,"['MH1812', 'MH1812']"
proposition,NTU,"['MH1812', 'MH1812', 'MH1812', 'MH1812']"
compound,NTU,"['MH1812', 'MH1812']"
table,NTU,"['MH1812', 'MH1812', 'MH3511']"
table,SMU,['DSA201']
equivalent,NTU,"['MH1812', 'MH1812']"
statement,NTU,"['MH1812', 'MH1812', 'MH1812', 'CZ2002']"
statement,SUSS,['FIN203']
de,NTU,"['MH1812', 'MH1812']"
morgan,NTU,"['MH1812', 'MH1812']"
equivalence,NTU,"['MH1812', 'MH1812', 'MH1812', 'MH1812']"
quantification,NTU,"['MH1812', 'MH1812', 'MH1812', 'MH1812']"
quantifier,NTU,"['MH1812', 'MH1812']"
determining,NTU,"['MH1812', 'MH1812', 'MH2802', 'MH2802']"
direct,NTU,"['MH1812', 'MH1812']"
proof,NTU,"['MH1812', 'MH1812', 'MH1812', 'MH1812', 'MH1812', 'MH1812', 'CZ2001', 'CZ2001']"
proof,SUTD,"[50.037, 50.037, 50.046, 50.05, 50.05]"
induction,NTU,"['MH1812', 'MH1812']"
induction,SIT,['CSC1002']
identify,NTU,"['MH1812', 'MH1812', 'CC0002', 'ML0004', 'CC0007']"
identify,SUTD,"[50.002, 50.002, 50.002]"
valid,NTU,['MH1812']
invalid,NTU,['MH1812']
solve,NTU,['MH1812']
relation,NTU,"['MH1812', 'MH1812', 'MH1812', 'MH1812', 'MH1812', 'MH1812', 'MH1812', 'MH1812', 'MH1812', 'CZ1007', 'CZ1007', 'CZ2001', 'CZ2001', 'CZ2007', 'CC0007']"
contradiction,NTU,['MH1812']
union,NTU,['MH1812']
intersection,NTU,['MH1812']
set,NTU,"['MH1812', 'MH1812', 'MH1812']"
set,SUTD,"[50.002, 50.033]"
cardinality,NTU,['MH1812']
cartesian,NTU,['MH1812']
double,NTU,"['MH1812', 'CZ1007', 'CZ2001', 'MH2100']"
inclusion,NTU,['MH1812']
reflexivity,NTU,['MH1812']
symmetry,NTU,['MH1812']
transitivity,NTU,['MH1812']
composition,NTU,"['MH1812', 'MH1812', 'CC0001', 'CZ2002', 'CZ2002']"
ternary,NTU,['MH1812']
injectivity,NTU,['MH1812']
surjectivity,NTU,['MH1812']
pigeonhole,NTU,['MH1812']
pigeonhole,SIT,['CSC1002']
cantor,NTU,['MH1812']
diagonal,NTU,['MH1812']
multigraphs,NTU,['MH1812']
directed,NTU,['MH1812']
euler,NTU,"['MH1812', 'MH1812']"
bipartite,NTU,['MH1812']
adjacency,NTU,"['MH1812', 'CZ1007', 'CZ1007', 'CZ2001', 'CZ2001']"
hamilton,NTU,['MH1812']
cycle,NTU,['MH1812']
cycle,SIT,['ICT2101']
isomorphism,NTU,['MH1812']
organising,NTU,['CC0001']
organising,SUSS,['BUS102']
thought,NTU,['CC0001']
writing,NTU,"['CC0001', 'MH3511', 'HW0218']"
writing,SUSS,['ANL312']
writing,SUTD,[50.003]
genre,NTU,['CC0001']
convention,NTU,['CC0001']
discipline,NTU,"['CC0001', 'CC0007']"
later,NTU,['CC0001']
study,NTU,['CC0001']
course,NTU,['CC0001']
written,NTU,"['CC0001', 'HW0218']"
written,SIT,['PHE2019']
oral,NTU,"['CC0001', 'HW0218']"
oral,SIT,['PHE2019']
clarity,NTU,['CC0001']
audience,NTU,"['CC0001', 'CC0001']"
purpose,NTU,"['CC0001', 'MH3500']"
accurately,NTU,['CC0001']
rhetorical,NTU,['CC0001']
situation,NTU,"['CC0001', 'CC0003']"
presentation,NTU,"['CC0001', 'CC0002', 'HW0218']"
presentation,SIT,['PHE2019']
quantitative,NTU,"['CC0002', 'CC0002']"
quantitative,SUSS,"['BUS107', 'BUS352']"
quantitative,SIT,"['DCM1112', 'DCM1112']"
online,NTU,['CC0002']
threat,NTU,['CC0002']
threat,SUTD,[50.02]
intellectual,NTU,['CC0002']
property,NTU,['CC0002']
right,NTU,"['CC0002', 'CC0002']"
cybersecurity,NTU,['CC0002']
cybersecurity,SUTD,[50.05]
collaborative,NTU,['CC0002']
team,NTU,"['CC0002', 'ML0004']"
guide,NTU,['CC0002']
decision,NTU,"['CC0002', 'CC0003', 'CZ4041', 'CZ4041']"
decision,SUSS,"['BUS107', 'BUS352', 'ECO202', 'MKT365']"
decision,SUTD,"[40.319, 40.319]"
decision,SIT,"['PHE2019', 'ICT2101', 'CSC2003']"
making,NTU,"['CC0002', 'MH3511']"
making,SUSS,"['ECO202', 'MKT365']"
technology,NTU,['CC0002']
technology,SMU,['MKTG228']
technology,SUSS,['MKT202e']
technology,SUTD,"[50.006, 50.02, 50.02, 50.046, 50.046, 50.046, 50.046, 50.046, 50.046]"
linked,NTU,"['CZ1007', 'CZ1007', 'CC0005']"
linked,SIT,['ICT1008']
list,NTU,"['CZ1007', 'CZ1007', 'CZ1007', 'CZ2001']"
list,SIT,['ICT1008']
queue,NTU,"['CZ1007', 'CZ1007', 'CZ1007', 'CZ1007', 'CZ1007']"
implement,NTU,"['CZ1007', 'CZ1007', 'CZ2001']"
implement,SUTD,"[50.035, 50.04, 50.04, 50.041, 50.053]"
implement,SIT,['CSC1009']
select,NTU,['CZ1007']
appropriate,NTU,['CZ1007']
binary,NTU,['CZ1007']
dfs,NTU,['CZ1007']
introduction,NTU,['CZ1007']
allocation,NTU,"['CZ1007', 'CZ1007']"
allocation,SUSS,['BUS353']
garbage,NTU,['CZ1007']
run,NTU,['CZ1007']
protection,NTU,['CZ1007']
priority,NTU,"['CZ1007', 'CZ1007']"
evaluate,NTU,"['CZ1007', 'CZ3005', 'MH3511', 'CC0007', 'CZ4032']"
evaluate,SUTD,"[50.039, 50.039, 50.012, 50.037, 50.042, 50.045, 50.045]"
avl,NTU,['CZ1007']
worst,NTU,"['CZ1007', 'CZ2001']"
recursive,NTU,"['CZ1007', 'CZ2001']"
class,NTU,"['CZ1007', 'CZ2002', 'CZ2002', 'CZ2002', 'CZ2002', 'CZ2002', 'CZ2001']"
proving,NTU,"['CZ1007', 'CZ2001']"
closed,NTU,"['CZ1007', 'CZ2002', 'CZ2001']"
address,NTU,"['CZ1007', 'CZ2001']"
hashing,NTU,"['CZ1007', 'CZ1007', 'CZ2001', 'CZ2001']"
hashing,SUTD,[50.042]
probing,NTU,"['CZ1007', 'CZ2001']"
collision,NTU,"['CZ1007', 'CZ2001']"
collision,SUTD,[50.017]
object,NTU,"['CZ2002', 'CZ2002', 'CZ2002', 'CZ2002', 'CZ2002', 'CZ2002', 'CZ2002', 'CZ2002', 'CZ2002', 'CZ2002', 'CZ2002', 'CZ2002', 'CZ2002', 'CZ2002', 'CZ2002']"
object,SUSS,"['ICT233', 'ICT330']"
object,SUTD,"[50.001, 50.001, 50.001, 50.035, 50.051, 50.051]"
object,SIT,"['CSC1009', 'CSC1009']"
oriented,NTU,"['CZ2002', 'CZ2002', 'CZ2002', 'CZ2002', 'CZ2002']"
oriented,SUTD,"[50.001, 50.001, 50.001, 50.051, 50.051]"
oriented,SIT,"['CSC1009', 'CSC1009']"
encapsulation,NTU,['CZ2002']
encapsulation,SUTD,[50.001]
polymorphism,NTU,"['CZ2002', 'CZ2002']"
polymorphism,SUTD,[50.001]
polymorphism,SIT,['CSC1009']
uml,NTU,"['CZ2002', 'CZ2002']"
uml,SUTD,"[50.003, 50.003]"
uml,SIT,['ICT2101']
diagram,NTU,['CZ2002']
diagram,SUTD,"[50.003, 50.05, 50.05]"
orientated,NTU,['CZ2002']
procedural,NTU,"['CZ2002', 'CZ3005']"
procedural,SUSS,['ICT330']
v,NTU,"['CZ2002', 'CZ2002']"
oo,NTU,['CZ2002']
attribute,NTU,['CZ2002']
sending,NTU,['CZ2002']
copying,NTU,['CZ2002']
static,NTU,['CZ2002']
instance,NTU,['CZ2002']
generalisation,NTU,['CZ2002']
specialisation,NTU,['CZ2002']
overloading,NTU,['CZ2002']
overriding,NTU,['CZ2002']
substitution,NTU,['CZ2002']
visibility,NTU,['CZ2002']
modifier,NTU,['CZ2002']
final,NTU,['CZ2002']
abstract,NTU,['CZ2002']
interface,NTU,['CZ2002']
interface,SUSS,['ENG233']
interface,SUTD,"[50.001, 50.006, 50.006, 50.012, 50.033]"
exception,NTU,"['CZ2002', 'CZ2002', 'CZ2002', 'CZ2002']"
exception,SIT,['CSC1009']
persistent,NTU,['CZ2002']
binding,NTU,['CZ2002']
association,NTU,"['CZ2002', 'CZ4032', 'CZ4032']"
association,SUSS,"['ANL305', 'ANL305']"
collaboration,NTU,"['CZ2002', 'CC0007']"
interaction,NTU,['CZ2002']
interaction,SUTD,"[50.006, 50.006, 50.006, 50.006, 50.052]"
defining,NTU,['CZ2002']
defining,SUTD,[50.042]
repeat,NTU,['CZ2002']
open,NTU,['CZ2002']
open,SIT,['ICT3210/ICT3110']
singleton,NTU,['CZ2002']
community,NTU,"['CC0003', 'CC0003']"
governance,NTU,['CC0003']
institution,NTU,['CC0003']
disability,NTU,['CC0003']
reproduction,NTU,['CC0003']
death,NTU,['CC0003']
assisted,NTU,['CC0003']
equality,NTU,['CC0003']
political,NTU,['CC0003']
feature,NTU,['CC0003']
moral,NTU,['CC0003']
moral,SIT,['PHE2019']
justification,NTU,['CC0003']
limitation,NTU,['CC0003']
limitation,SUTD,"[50.002, 50.002, 50.002]"
implication,NTU,['CC0003']
develop,NTU,"['CC0005', 'ML0004', 'SC4079']"
develop,SUTD,"[50.005, 50.041, 50.045, 50.045, 50.046, 50.046, 50.049, 50.052, 50.052, 50.052]"
develop,SIT,"['CSC1009', 'CSC3004']"
physically,NTU,['CC0005']
healthy,NTU,"['CC0005', 'CC0005', 'CC0005']"
lifestyle,NTU,['CC0005']
mental,NTU,"['CC0005', 'CC0005']"
health,NTU,"['CC0005', 'CC0005', 'CC0005']"
health,SMU,['ECON245']
intricately,NTU,['CC0005']
living,NTU,"['CC0005', 'CC0005']"
care,NTU,['CC0005']
playing,NTU,"['CC0005', 'CZ3005']"
active,NTU,['CC0005']
role,NTU,['CC0005']
role,SUTD,[50.04]
resolve,NTU,['CC0005']
conflict,NTU,['CC0005']
action,NTU,"['CC0005', 'MH2802', 'ML0004']"
creativity,NTU,"['CC0005', 'CC0005']"
nutrition,NTU,['CC0005']
fitness,NTU,['CC0005']
resilience,NTU,['CC0005']
awareness,NTU,['CC0005']
social,NTU,"['CC0005', 'CC0007', 'CC0007', 'CC0007']"
social,SUSS,"['MKT365', 'MKT365']"
flourishing,NTU,['CC0005']
life,NTU,['CC0005']
life,SIT,['ICT2101']
analyse,NTU,"['CZ2001', 'CC0007']"
analyse,SUTD,[50.041]
correctness,NTU,"['CZ2001', 'CZ2001']"
correctness,SUTD,"[50.003, 50.041, 50.05]"
requirement,NTU,"['CZ2001', 'CZ2006']"
requirement,SUSS,['ENG233']
requirement,SUTD,"[50.003, 50.006]"
mainly,NTU,['CZ2001']
ce,NTU,"['CZ2001', 'CZ2001']"
divide,NTU,"['CZ2001', 'CZ2001']"
sine,NTU,['CZ2001']
floor,NTU,['CZ2001']
ceiling,NTU,['CZ2001']
logarithm,NTU,['CZ2001']
summation,NTU,['CZ2001']
oh,NTU,['CZ2001']
theta,NTU,['CZ2001']
notation,NTU,['CZ2001']
insertion,NTU,['CZ2001']
sort,NTU,"['CZ2001', 'CZ2001', 'CZ2001', 'CZ2001']"
heap,NTU,['CZ2001']
quick,NTU,['CZ2001']
merge,NTU,['CZ2001']
three,NTU,['CZ2001']
conquer,NTU,['CZ2001']
greedy,NTU,['CZ2001']
prim,NTU,['CZ2001']
prim,SUTD,"[50.05, 50.05, 50.05]"
computability,NTU,['CZ2001']
tractable,NTU,['CZ2001']
halting,NTU,['CZ2001']
p,NTU,"['CZ2001', 'MH3511']"
brute,NTU,['CZ2001']
force,NTU,['CZ2001']
nearest,NTU,"['CZ2001', 'CZ4041']"
link,NTU,"['CZ2001', 'CZ2001']"
travelling,NTU,['CZ2001']
sale,NTU,['CZ2001']
person,NTU,['CZ2001']
project,NTU,"['CZ2006', 'CZ2006', 'CZ2006']"
project,SUSS,"['ANL312', 'BUS353', 'BUS353', 'BUS353']"
project,SUTD,"[50.001, 50.001, 50.049, 50.049, 50.052, 50.053]"
project,SIT,"['ICT2101', 'AI Cross-Domain Project']"
b,NTU,['CZ2006']
elicit,NTU,['CZ2006']
specify,NTU,['CZ2006']
carry,NTU,['CZ2006']
activity,NTU,['CZ2006']
activity,SUTD,[50.035]
specification,NTU,['CZ2006']
specification,SUTD,[50.003]
quality,NTU,"['CZ2006', 'MH3500', 'MH3500']"
quality,SMU,['OPIM326']
quality,SUTD,"[50.003, 50.012]"
dependability,NTU,['CZ2006']
security,NTU,['CZ2006']
security,SUSS,"['ENG233', 'ICT330']"
security,SUTD,"[50.003, 50.003, 50.003, 50.003, 50.02, 50.02, 50.02, 50.02, 50.02, 50.02, 50.02, 50.02, 50.02, 50.02, 50.02, 50.037, 50.042, 50.042, 50.042, 50.042, 50.042, 50.042, 50.044, 50.044, 50.044, 50.044, 50.044, 50.044, 50.044, 50.053]"
security,SIT,"['CSC1001', 'ICT3210/ICT3110']"
concerning,NTU,['MH2500']
calculate,NTU,['MH2500']
calculate,SUTD,"[50.002, 50.002]"
cdf,NTU,"['MH2500', 'MH3500']"
pdf,NTU,"['MH2500', 'MH3500']"
mgf,NTU,['MH2500']
quantiles,NTU,['MH2500']
chebyshev,NTU,['MH2500']
inequality,NTU,['MH2500']
ba,NTU,['MH2802']
addition,NTU,['MH2802']
subtraction,NTU,['MH2802']
triple,NTU,"['MH2802', 'MH2100']"
plane,NTU,['MH2802']
l,NTU,['MH2802']
recall,NTU,['MH2802']
use,NTU,['MH2802']
use,SUTD,"[50.001, 50.006, 50.046, 50.046]"
norm,NTU,['MH2802']
technological,NTU,['MH2802']
university,NTU,['MH2802']
physic,NTU,"['MH2802', 'MH2802']"
applied,NTU,"['MH2802', 'CZ3005']"
applied,SUSS,"['ANL312', 'ANL355']"
express,NTU,['MH2802']
compute,NTU,"['MH2802', 'MH3511']"
compute,SUTD,"[50.004, 50.046, 50.05, 50.05]"
reflection,NTU,['MH2802']
algebraic,NTU,['MH2802']
gaussian,NTU,['MH2802']
elimination,NTU,['MH2802']
given,NTU,['MH2802']
given,SUTD,[50.006]
determine,NTU,['MH2802']
determine,SMU,['ACCT420']
hermitian,NTU,['MH2802']
unitary,NTU,['MH2802']
sustainability,NTU,['CC0006']
food,NTU,['CC0006']
responsible,NTU,['CC0006']
consumption,NTU,['CC0006']
waste,NTU,['CC0006']
plastic,NTU,['CC0006']
light,NTU,['CC0006']
earth,NTU,['CC0006']
feedback,NTU,['CC0006']
tipping,NTU,['CC0006']
planet,NTU,['CC0006']
business,NTU,"['ML0004', 'CC0007']"
business,SMU,"['ACCT420', 'IS417', 'IS417', 'IS417', 'IS417', 'IS417', 'IS417', 'IS417', 'IS424', 'IS424', 'IS424', 'IS460']"
business,SUSS,"['ANL201', 'ANL252', 'ANL310', 'ANL310', 'ACC353', 'ANL317', 'BUS102', 'BUS352', 'BUS357', 'BUS357', 'ECO202']"
business,SIT,['Artificial Intelligence in Business and Society']
innovation,NTU,"['ML0004', 'CC0007', 'CC0007', 'CC0007']"
working,NTU,['ML0004']
working,SIT,['ICT1008']
st,NTU,['ML0004']
century,NTU,['ML0004']
personality,NTU,['ML0004']
motivated,NTU,['ML0004']
stage,NTU,['ML0004']
ecosystem,NTU,['ML0004']
startup,NTU,['ML0004']
innovative,NTU,"['ML0004', 'ML0004']"
plan,NTU,['ML0004']
plan,SUSS,['MKT202e']
plan,SIT,['CSC2003']
school,NTU,['ML0004']
college,NTU,['ML0004']
developing,NTU,['ML0004']
mindset,NTU,['ML0004']
mindset,SUSS,['BUS357']
charting,NTU,['ML0004']
career,NTU,['ML0004']
start,NTU,['ML0004']
start,SUSS,['BUS357']
enterprise,NTU,['ML0004']
ethical,NTU,"['ML0004', 'CC0007']"
ethical,SIT,"['PHE2019', 'PHE2019']"
workplace,NTU,['ML0004']
issue,NTU,['ML0004']
issue,SUSS,['ANL310']
issue,SUTD,"[50.002, 50.042]"
dbms,NTU,['CZ2007']
entity,NTU,['CZ2007']
entity,SUTD,[50.04]
relationship,NTU,['CZ2007']
relationship,SIT,['CSC2008']
functional,NTU,['CZ2007']
functional,SUTD,"[50.046, 50.046]"
dependency,NTU,['CZ2007']
fd,NTU,['CZ2007']
normalization,NTU,['CZ2007']
normalization,SUTD,"[50.035, 50.021]"
sql,NTU,['CZ2007']
sql,SMU,['DSA212']
sql,SUSS,"['ICT330', 'ICT330', 'ICT330']"
sql,SUTD,[50.043]
indexing,NTU,['CZ2007']
indexing,SUTD,[50.045]
indexing,SIT,['CSC2008']
nil,NTU,"['CZ2007', 'CZ3005', 'HW0218', 'SD3079', 'SC4079']"
intelligent,NTU,"['CZ3005', 'CZ3005']"
intelligent,SUTD,"[40.319, 40.319]"
agent,NTU,"['CZ3005', 'CZ3005']"
agent,SMU,['CS420']
symbolic,NTU,['CZ3005']
society,NTU,['CZ3005']
master,NTU,['CZ3005']
various,NTU,"['CZ3005', 'MH3511']"
various,SMU,['DSA212']
various,SUTD,[50.046]
selecting,NTU,['CZ3005']
selecting,SUSS,['ACC353']
build,NTU,['CZ3005']
build,SUSS,['BUS357']
build,SUTD,"[40.319, 50.038, 50.017, 50.037, 50.037, 50.037, 50.053]"
build,SIT,['ICT1004']
constraint,NTU,['CZ3005']
constraint,SUTD,"[50.002, 50.021]"
constraint,SIT,['CSC2003']
satisfaction,NTU,['CZ3005']
satisfaction,SUTD,[50.021]
game,NTU,['CZ3005']
game,SUSS,['ECO202']
game,SUTD,"[50.017, 50.033, 50.033, 50.033, 50.033, 50.033, 50.033, 50.033, 50.033, 50.033]"
expert,NTU,['CZ3005']
approximate,NTU,['CZ3005']
pmf,NTU,['MH3500']
expected,NTU,['MH3500']
scenario,NTU,['MH3500']
scenario,SUTD,[50.006]
estimator,NTU,"['MH3500', 'MH3500', 'MH3500', 'MH3500', 'MH3500', 'MH3500', 'MH3500']"
estimator,SUSS,['ANL321']
derived,NTU,['MH3500']
criterion,NTU,['MH3500']
criterion,SMU,['DSA201']
cramer,NTU,['MH3500']
rao,NTU,['MH3500']
efficient,NTU,['MH3500']
efficient,SUTD,[50.049]
efficient,SIT,['CSC3005']
plotting,NTU,['MH3511']
presenting,NTU,['MH3511']
qq,NTU,"['MH3511', 'MH3511']"
plot,NTU,"['MH3511', 'MH3511', 'MH3511']"
meaning,NTU,['MH3511']
ii,NTU,"['MH3511', 'MH2100']"
categorical,NTU,"['MH3511', 'MH3511']"
dataset,NTU,"['MH3511', 'MH3511', 'MH3511']"
write,NTU,['MH3511']
write,SUSS,['ICT233']
write,SUTD,[50.043]
importing,NTU,['MH3511']
inter,NTU,['MH3511']
range,NTU,['MH3511']
stem,NTU,['MH3511']
leaf,NTU,['MH3511']
normality,NTU,['MH3511']
check,NTU,['MH3511']
check,SUTD,[50.053]
outlier,NTU,['MH3511']
proportion,NTU,"['MH3511', 'MH3511']"
goodness,NTU,['MH3511']
goodness,SMU,['DSA201']
fit,NTU,['MH3511']
fit,SMU,['DSA201']
contingency,NTU,['MH3511']
contingency,SMU,['DSA201']
paired,NTU,['MH3511']
difference,NTU,['MH3511']
difference,SUTD,[50.037]
anova,NTU,['MH3511']
anova,SUSS,['BUS105']
nonparametric,NTU,['MH3511']
nonparametric,SMU,['DSA201']
quantile,NTU,['MH3511']
kruskal,NTU,['MH3511']
kruskal,SUTD,"[50.05, 50.05, 50.05]"
sign,NTU,['MH3511']
wilcoxon,NTU,['MH3511']
signed,NTU,['MH3511']
friedman,NTU,['MH3511']
coefficient,NTU,['MH3511']
academic,NTU,"['HW0218', 'HW0218']"
public,NTU,['HW0218']
public,SUTD,"[50.037, 50.042]"
setting,NTU,['HW0218']
scientific,NTU,"['HW0218', 'HW0218', 'HW0218', 'CC0007', 'CC0007']"
critically,NTU,['HW0218']
reading,NTU,['HW0218']
text,NTU,['HW0218']
text,SMU,['ACCT420']
text,SUSS,"['ANL312', 'ANL312', 'ANL312']"
text,SUTD,"[50.038, 50.04]"
citing,NTU,['HW0218']
composing,NTU,['HW0218']
curiosity,NTU,['CC0007']
across,NTU,['CC0007']
technical,NTU,"['CC0007', 'CZ4032']"
featured,NTU,['CC0007']
describe,NTU,['CC0007']
describe,SUSS,['BUS352']
describe,SUTD,[50.037]
connection,NTU,['CC0007']
connection,SUTD,[50.021]
financial,NTU,['CC0007']
financial,SMU,"['ACCT420', 'ACCT420', 'ACCT420', 'ACCT420']"
financial,SUSS,"['ACC202', 'ACC202', 'FIN203', 'FIN203', 'FIN203', 'ACC353', 'BUS357']"
legal,NTU,['CC0007']
legal,SUSS,['BUS357']
cultural,NTU,['CC0007']
present,NTU,['CC0007']
present,SUSS,['BUS352']
possible,NTU,['CC0007']
possible,SUSS,['ANL303']
possible,SUTD,[50.04]
tech,NTU,['CC0007']
humanity,NTU,"['CC0007', 'CC0007', 'CC0007']"
impact,NTU,['CC0007']
impact,SUSS,['ACC353']
impact,SUTD,[50.039]
synthetic,NTU,['CC0007']
biology,NTU,['CC0007']
classifier,NTU,"['CZ4041', 'CZ4041']"
classifier,SMU,['IS460']
kernelized,NTU,['CZ4041']
neighbour,NTU,['CZ4041']
pre,NTU,['CZ4032']
anomaly,NTU,"['CZ4032', 'CZ4032']"
detection,NTU,"['CZ4032', 'CZ4032']"
detection,SUTD,"[50.003, 50.035, 50.035, 50.017]"
original,NTU,['CZ4032']
complex,NTU,['CZ4032']
complex,SUTD,"[50.038, 50.043, 50.02, 50.051, 50.053]"
material,NTU,['CZ4032']
module,NTU,['CZ4032']
iii,NTU,['MH2100']
real,NTU,['MH2100']
real,SUTD,"[50.005, 50.052]"
degree,NTU,['MH2100']
recognise,NTU,['MH2100']
polar,NTU,['MH2100']
gauss,NTU,['MH2100']
cao,NTU,['SD3079']
competency,NTU,['SC4079']
lifelong,NTU,['SC4079']
accounting,SMU,"['ACCT420', 'ACCT420']"
accounting,SUSS,"['ACC202', 'ACC202', 'ACC202', 'ACC353', 'ACC353', 'ACC353', 'ACC353', 'ACC353', 'ACC353', 'ACC353', 'ACC353']"
managerial,SMU,['ACCT420']
managerial,SUSS,"['ACC202', 'ACC202']"
audit,SMU,['ACCT420']
forecast,SMU,"['ACCT420', 'DSA301', 'DSA301', 'ECON233', 'ECON233']"
detect,SMU,['ACCT420']
discrepancy,SMU,['ACCT420']
fraud,SMU,['ACCT420']
predict,SMU,['ACCT420']
corporate,SMU,['ACCT420']
default,SMU,['ACCT420']
optimize,SMU,['ACCT420']
optimize,SUTD,[50.049]
strategy,SMU,['ACCT420']
strategy,SUTD,"[50.002, 50.006, 50.053]"
modeling,SMU,['COR1305']
modeling,SUTD,"[50.003, 50.02, 50.045, 50.045, 50.045]"
spreadsheet,SMU,"['COR1305', 'IS1702']"
verification,SMU,['COR1305']
verification,SUTD,[50.003]
reporting,SMU,['COR1305']
ai,SMU,['CS420']
ai,SUTD,"[50.039, 50.04, 50.021]"
uncertainty,SMU,"['CS420', 'DSA301', 'ECON233']"
traditional,SMU,"['CS421', 'IS460']"
traditional,SUSS,['ICT233']
traditional,SUTD,"[50.043, 50.043]"
shallow,SMU,"['CS421', 'IS460']"
intensive,SMU,['DSA201']
efficiency,SMU,['DSA201']
efficiency,SUSS,['ECO202']
efficiency,SUTD,[50.049]
efficiency,SIT,"['CSC3005', 'CSC3005']"
regularization,SMU,['DSA211']
regularization,SUTD,[50.007]
retrieve,SMU,['DSA212']
prepare,SMU,['DSA212']
prepare,SUSS,"['ANL303', 'BUS357']"
handle,SMU,['DSA212']
wrangling,SMU,['DSA212']
querying,SMU,['DSA212']
querying,SUTD,[50.045]
administration,SMU,['DSA212']
administration,SIT,['CSC2008']
spatial,SMU,"['DSA212', 'DSA303', 'DSA303', 'DSA303', 'DSA303', 'DSA303', 'DSA303', 'IS415']"
autoregressive,SMU,"['DSA301', 'ECON233', 'ECON233', 'ECON233']"
moving,SMU,"['DSA301', 'ECON233']"
correction,SMU,"['DSA301', 'ECON233', 'ECON233']"
correction,SUTD,[50.05]
loss,SMU,['DSA301']
loss,SUTD,[50.039]
geostatistical,SMU,['DSA303']
lattice,SMU,"['DSA303', 'DSA303']"
autocorrelation,SMU,['DSA303']
panel,SMU,['DSA303']
quasi,SMU,['DSA303']
gmm,SMU,['DSA303']
following,SMU,['DSA306']
variety,SMU,['DSA306']
variety,SUTD,[50.043]
velocity,SMU,['DSA306']
velocity,SUTD,[50.043]
veracity,SMU,['DSA306']
medium,SMU,['DSA306']
medium,SUSS,['MKT365']
medium,SUTD,"[50.003, 50.003]"
warehouse,SMU,"['DSA306', 'IS417', 'IS417']"
econometric,SMU,['ECON233']
macroeconomic,SMU,['ECON233']
heteroskedasticity,SMU,"['ECON233', 'ECON233']"
volatility,SMU,['ECON233']
structural,SMU,['ECON233']
structural,SUTD,[50.002]
kalman,SMU,['ECON233']
kalman,SUTD,[40.319]
filtering,SMU,['ECON233']
unstructured,SMU,['IS105']
gi,SMU,"['IS415', 'IS415', 'IS415']"
location,SMU,['IS415']
dw,SMU,"['IS417', 'IS417', 'IS417']"
bi,SMU,"['IS417', 'IS417', 'IS417']"
learn,SMU,['IS417']
learn,SUTD,[50.045]
cube,SMU,"['IS417', 'IS417']"
preprocessing,SMU,['IS424']
preprocessing,SUTD,[50.038]
na,SMU,['IS460']
na,SUTD,[50.007]
logistic,SMU,"['IS460', 'OPIM326']"
logistic,SUTD,"[50.007, 50.038]"
pca,SMU,['IS460']
svd,SMU,['IS460']
svm,SMU,['IS460']
rnn,SMU,['IS460']
rnn,SUTD,[50.035]
cnn,SMU,['IS460']
cnn,SUTD,[50.035]
math,SMU,['IS460']
marketing,SMU,"['MKTG228', 'MKTG228', 'MKTG228', 'MKTG228']"
marketing,SUSS,"['MKT202e', 'MKT202e', 'MKT202e', 'MKT202e', 'MKT202e', 'MKT202e', 'MKT365', 'MKT390', 'MKT390', 'MKT390']"
revenue,SMU,['OPIM326']
forest,SMU,['OPIM326']
notebook,SMU,"['OPIM326', 'OPIM326']"
quantitatively,SMU,['STAT201']
assessing,SMU,['STAT201']
assessing,SUTD,[50.042]
